agricultureStructureIndicator,asOfDate,basementEnclosureCrawlspaceType,policyCount,crsClassificationCode,dateOfLoss,elevatedBuildingIndicator,elevationCertificateIndicator,elevationDifference,baseFloodElevation,ratedFloodZone,houseWorship,locationOfContents,lowestAdjacentGrade,lowestFloorElevation,numberOfFloorsInTheInsuredBuilding,nonProfitIndicator,obstructionType,occupancyType,originalConstructionDate,originalNBDate,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,postFIRMConstructionIndicator,rateMethod,smallBusinessIndicatorBuilding,totalBuildingInsuranceCoverage,totalContentsInsuranceCoverage,yearOfLoss,primaryResidenceIndicator,buildingDamageAmount,buildingDeductibleCode,netBuildingPaymentAmount,buildingPropertyValue,causeOfDamage,condominiumCoverageTypeCode,contentsDamageAmount,contentsDeductibleCode,netContentsPaymentAmount,contentsPropertyValue,disasterAssistanceCoverageRequired,eventDesignationNumber,ficoNumber,floodCharacteristicsIndicator,floodWaterDuration,floodproofedIndicator,floodEvent,iccCoverage,netIccPaymentAmount,nfipRatedCommunityNumber,nfipCommunityNumberCurrent,nfipCommunityName,nonPaymentReasonContents,nonPaymentReasonBuilding,numberOfUnits,buildingReplacementCost,contentsReplacementCost,replacementCostBasis,stateOwnedIndicator,waterDepth,floodZoneCurrent,buildingDescriptionCode,rentalPropertyIndicator,state,reportedCity,reportedZipCode,countyCode,censusTract,censusBlockGroupFips,latitude,longitude,id
TRUE,2019-10-19T03:42:08.849Z,2,1,8,1999-09-16T00:00:00.000Z,TRUE,NA,5,14,VE,TRUE,-1,8.2,19,2,TRUE,60,1,1979-08-01T00:00:00.000Z,1997-06-30T00:00:00.000Z,700,0,0,TRUE,2,TRUE,130700,48600,1999,TRUE,1200,0,700,104560,1,N,0,0,0,0,0,NA,626,0,0,TRUE,Hurricane Floyd,0,0,375352,NA,"HOLDEN BEACH, TOWN OF",97,NA,1,130700,0,R,TRUE,0,NA,0,FALSE,NC,Currently Unavailable,28462,37019,37019020402,370190204022,33.9,-78.3,0d72d38f-0786-49eb-bd5d-6f03ef5b7599
TRUE,2020-01-22T16:55:53.194Z,1,1,-1,2012-10-29T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,2,TRUE,0,1,1951-01-01T00:00:00.000Z,2006-02-08T00:00:00.000Z,30274.94,708.12,0,TRUE,7,TRUE,250000,100000,2012,TRUE,31275,1,30274.94,1100000,1,N,1708,1,708.12,0,0,NA,306,0,0,TRUE,Hurricane Sandy,30000,0,360467,360458,"HEMPSTEAD, TOWN OF",NA,NA,1,1200000,0,A,TRUE,-4,AE,0,FALSE,NY,Currently Unavailable,11509,36059,36059416300,360594163003,40.6,-73.7,56208960-7bc3-4e2a-90b2-5a8a503f5756
TRUE,2020-01-22T16:55:53.194Z,-1,1,8,2004-09-16T00:00:00.000Z,TRUE,NA,3,6.7,A07,TRUE,-1,5.5,9.5,1,TRUE,10,1,1955-01-01T00:00:00.000Z,1995-05-31T00:00:00.000Z,231600,83905.07,0,TRUE,1,TRUE,231600,100000,2004,TRUE,259000,0,231600,259000,1,N,84405,0,83905.07,0,0,NA,643,0,0,TRUE,Hurricane Ivan,30000,0,120080,120080,ESCAMBIA COUNTY*,NA,NA,1,266600,0,R,TRUE,0,AE,1,FALSE,FL,Currently Unavailable,32507,12033,12033002300,120330023001,30.4,-87.3,8e38b599-3449-46ff-8b16-db3534586c82
TRUE,2020-01-22T16:55:53.194Z,2,1,-1,2008-09-13T00:00:00.000Z,TRUE,NA,3,14,AE,TRUE,-1,NA,16.8,3,TRUE,0,1,1983-07-01T00:00:00.000Z,1987-04-14T00:00:00.000Z,1648.78,0,0,TRUE,1,TRUE,250000,100000,2008,TRUE,2149,0,1648.78,337500,2,N,0,0,0,0,0,NA,668,0,0,TRUE,Hurricane Ike,30000,0,485470,NA,GALVESTON COUNTY*,99,NA,0,450000,0,A,TRUE,3,NA,1,FALSE,TX,Currently Unavailable,77551,48167,48167726100,481677261001,29.2,-94.9,468ca014-7543-466f-8f40-f5907236181f
TRUE,2019-10-19T03:42:08.849Z,-1,1,-1,1995-10-04T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,1,TRUE,10,1,1965-07-01T00:00:00.000Z,1995-05-25T00:00:00.000Z,61502.43,25000,0,TRUE,7,TRUE,100000,25000,1995,TRUE,67293,0,61502.43,100000,1,N,37710,0,25000,0,0,NA,586,0,0,TRUE,Hurricane Opal,0,0,120173,NA,OKALOOSA COUNTY *,NA,NA,1,0,0,R,TRUE,0,NA,0,FALSE,FL,Currently Unavailable,32547,12091,12091022002,120910220021,30.4,-86.6,08d07c88-25c6-44a5-8159-ba4aa3caadad
TRUE,2020-01-22T16:55:53.194Z,-1,1,7,2004-09-15T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,1,TRUE,10,1,1965-07-01T00:00:00.000Z,1995-05-25T00:00:00.000Z,72378.7,23681.95,0,TRUE,7,TRUE,250000,100000,2004,TRUE,72878,0,72378.7,200000,1,N,24181,0,23681.95,0,0,NA,643,0,0,TRUE,Hurricane Ivan,30000,0,120173,NA,OKALOOSA COUNTY *,NA,NA,1,250000,0,R,TRUE,0,NA,0,FALSE,FL,Currently Unavailable,32547,12091,12091022002,120910220021,30.4,-86.6,60af36b7-dd8a-4f35-878e-1b18fd565018
TRUE,2020-01-22T16:55:53.194Z,-1,1,5,2014-04-30T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,1,TRUE,0,1,1965-01-01T00:00:00.000Z,2005-05-25T00:00:00.000Z,13536.65,2958.12,0,TRUE,1,TRUE,250000,73900,2014,TRUE,14537,1,13536.65,220605,4,N,3958,1,2958.12,0,0,NA,321,0,0,TRUE,Mid-spring storms,30000,0,120173,NA,OKALOOSA COUNTY *,NA,NA,1,305814,0,A,TRUE,0,NA,1,FALSE,FL,Currently Unavailable,32547,12091,12091022002,120910220021,30.4,-86.6,c2b84abc-3485-426f-8a6b-86b2f65d41ce
TRUE,2020-01-22T16:55:53.194Z,-1,1,10,2005-10-24T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,1,TRUE,10,1,1959-01-01T00:00:00.000Z,1997-12-05T00:00:00.000Z,54836.2,20257.14,0,TRUE,1,TRUE,250000,44300,2005,TRUE,55836,1,54836.2,200000,1,N,21258,1,20257.14,0,0,NA,659,0,0,TRUE,Hurricane Wilma,30000,0,125129,NA,MONROE COUNTY*,NA,NA,1,250000,0,R,TRUE,1,NA,0,FALSE,FL,Currently Unavailable,33040,12087,12087971800,120879718001,24.6,-81.7,fb6d41b7-f4c9-4895-9989-91dde93c7776
TRUE,2020-01-22T16:55:53.194Z,2,1,7,1999-08-31T00:00:00.000Z,TRUE,NA,2,10,AE,TRUE,-1,NA,11.5,2,TRUE,60,1,1996-03-31T00:00:00.000Z,1996-05-19T00:00:00.000Z,NA,NA,NA,TRUE,1,TRUE,100500,23200,1999,TRUE,480,0,0,1090,1,N,0,0,0,0,0,NA,623,0,0,TRUE,Hurricane Dennis,15000,0,375356,NA,"NAGS HEAD, TOWN OF",97,01,1,1090,0,A,TRUE,0,NA,0,FALSE,NC,Currently Unavailable,27959,37055,37055970400,370559704003,35.9,-75.6,c5b5a19f-5efa-4772-b43d-afa41ab99a60
TRUE,2020-01-22T16:55:53.194Z,-1,1,-1,2004-11-22T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,1,TRUE,0,1,1968-01-01T00:00:00.000Z,2003-06-19T00:00:00.000Z,34.53,0,0,TRUE,7,TRUE,75000,30000,2004,TRUE,534,0,34.53,63256,1,N,135,0,0,0,0,NA,0,0,0,TRUE,NA,30000,0,480045,NA,"SAN ANTONIO, CITY OF",01,NA,1,79070,0,A,TRUE,0,NA,0,FALSE,TX,Currently Unavailable,78218,48029,48029121404,480291214041,29.5,-98.4,d61745f3-2c80-46b6-87b2-c55a86503104
TRUE,2020-01-22T16:55:53.194Z,-1,1,-1,2008-06-05T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,2,TRUE,10,1,1947-01-01T00:00:00.000Z,2000-07-29T00:00:00.000Z,272.57,0,0,TRUE,7,TRUE,50000,20000,2008,TRUE,773,0,272.57,45000,2,N,0,0,0,0,0,NA,0,0,0,TRUE,NA,30000,0,390778,NA,PERRY COUNTY  *,20,NA,1,70000,0,A,TRUE,2,NA,0,FALSE,OH,Currently Unavailable,43076,39127,39127965800,391279658005,39.9,-82.4,d556ba13-1a00-484f-9bc1-75d2474b061c
TRUE,2020-01-22T16:55:53.194Z,-1,1,8,2002-10-28T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,1,TRUE,0,1,1972-12-01T00:00:00.000Z,1990-06-25T00:00:00.000Z,1643.39,0,0,TRUE,7,TRUE,250000,60000,2002,TRUE,2143,0,1643.39,190000,1,N,0,0,0,0,0,NA,169,0,0,TRUE,Heavy rains,20000,0,480296,NA,"HOUSTON, CITY OF",97,NA,1,250000,0,R,TRUE,0,NA,1,FALSE,TX,Currently Unavailable,77042,48201,48201431000,482014310002,29.8,-95.6,1eb84408-3b26-47f1-bf55-5fcf393bd406
TRUE,2020-01-22T16:55:53.194Z,-1,1,-1,2003-09-19T00:00:00.000Z,TRUE,NA,2,6,AE,TRUE,-1,NA,7.8,2,TRUE,10,1,1993-01-01T00:00:00.000Z,1995-04-19T00:00:00.000Z,9132.88,469.88,0,TRUE,1,TRUE,150000,75000,2003,TRUE,9632,0,9132.88,126000,1,N,969,0,469.88,0,0,NA,174,0,0,TRUE,Hurricane Isabel,20000,0,240068,NA,"OXFORD, TOWN OF",NA,NA,1,150000,0,A,TRUE,0,NA,0,FALSE,MD,Currently Unavailable,21654,24041,24041960900,240419609002,38.7,-76.2,00e87135-85e3-4929-b832-3a1dafb28d64
TRUE,2020-12-11T17:09:15.031Z,4,1,7,2012-10-29T00:00:00.000Z,TRUE,NA,1,5,AE,TRUE,2,6.1,5.7,2,TRUE,80,1,1967-07-01T00:00:00.000Z,1987-11-25T00:00:00.000Z,64.29,0,0,TRUE,1,TRUE,136000,9200,2012,TRUE,1064,1,64.29,71252,1,N,0,1,0,0,0,NA,305,0,0,TRUE,Hurricane Sandy,30000,0,340369,340369,"BERKELEY, TOWNSHIP OF",20,NA,0,81731,0,A,TRUE,1,AE,1,FALSE,NJ,Currently Unavailable,08752,34029,34029728000,340297280001,39.9,-74.1,4d914bf3-94c3-470c-84d9-d1ff9a341661
TRUE,2020-12-15T21:36:02.078Z,4,1,7,2012-10-29T00:00:00.000Z,TRUE,NA,1,5,AE,TRUE,-1,6.1,5.9,2,TRUE,80,1,1968-01-01T00:00:00.000Z,1997-08-08T00:00:00.000Z,64.29,0,0,TRUE,1,TRUE,133100,7800,2012,TRUE,1064,1,64.29,68077,1,N,0,1,0,0,0,NA,305,0,0,TRUE,Hurricane Sandy,30000,0,340369,340369,"BERKELEY, TOWNSHIP OF",20,NA,1,76245,0,A,TRUE,1,AE,1,FALSE,NJ,Currently Unavailable,08752,34029,34029728000,340297280001,39.9,-74.1,05f23b46-b9c9-4d54-a732-4c13ca23eb78
TRUE,2019-09-19T17:00:12.388Z,1,1,-1,1996-04-16T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,3,TRUE,0,1,1910-07-01T00:00:00.000Z,1985-07-01T00:00:00.000Z,1971.71,54.5,0,TRUE,1,TRUE,22000,10500,1996,TRUE,3039,9,1971.71,22000,1,N,1035,9,54.5,0,0,NA,0,0,0,TRUE,NA,0,0,360931,NA,"RYE, CITY OF",NA,NA,1,0,0,A,TRUE,0,NA,0,FALSE,NY,Currently Unavailable,10580,36119,36119007700,361190077004,41,-73.7,82f0d203-3ccf-464f-b4b3-9fb67f508d02
TRUE,2020-01-22T16:55:53.194Z,1,1,-1,2004-09-08T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,3,TRUE,0,1,1910-07-01T00:00:00.000Z,1985-07-01T00:00:00.000Z,729.35,0,0,TRUE,1,TRUE,250000,10500,2004,TRUE,1729,1,729.35,492882,1,N,333,1,0,0,0,NA,0,0,0,TRUE,NA,30000,0,360931,NA,"RYE, CITY OF",01,NA,1,616103,0,A,TRUE,0,NA,0,FALSE,NY,Currently Unavailable,10580,36119,36119007700,361190077004,41,-73.7,8bce1be7-cdd2-4033-96d8-69465fe29bf3
TRUE,2020-01-22T16:55:53.194Z,1,1,-1,2007-03-02T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,3,TRUE,0,1,1910-07-01T00:00:00.000Z,1985-07-01T00:00:00.000Z,2823.6,0,0,TRUE,1,TRUE,250000,11000,2007,TRUE,3824,1,2823.6,3824,1,N,1000,1,0,0,0,NA,0,0,0,TRUE,NA,30000,0,360931,NA,"RYE, CITY OF",01,NA,1,3824,0,R,TRUE,1,NA,0,FALSE,NY,Currently Unavailable,10580,36119,36119007700,361190077004,41,-73.7,d7fa686d-3776-4d9e-a020-32265cd1893d
TRUE,2020-01-22T16:55:53.194Z,1,1,-1,2007-04-15T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,3,TRUE,0,1,1910-07-01T00:00:00.000Z,1985-07-01T00:00:00.000Z,153475.66,11000,0,TRUE,1,TRUE,250000,11000,2007,TRUE,154476,1,153475.66,900000,1,N,12000,1,11000,0,0,NA,661,0,0,TRUE,Nor'easter,30000,0,360931,NA,"RYE, CITY OF",NA,NA,1,900000,0,A,TRUE,3,NA,0,FALSE,NY,Currently Unavailable,10580,36119,36119007700,361190077004,41,-73.7,c81e509d-4d7d-41ea-86af-663e77062417
TRUE,2020-01-22T16:55:53.194Z,-1,1,-1,2012-10-29T00:00:00.000Z,TRUE,NA,2,5,AE,TRUE,-1,NA,7,2,TRUE,0,1,1977-01-01T00:00:00.000Z,1997-07-17T00:00:00.000Z,19531.91,0,0,TRUE,1,TRUE,250000,100000,2012,TRUE,20532,1,19531.91,480000,1,N,0,1,0,0,0,NA,306,0,0,TRUE,Hurricane Sandy,30000,0,365337,NA,"ISLIP,TOWN OF",20,NA,1,540000,0,A,TRUE,0,NA,1,FALSE,NY,Currently Unavailable,10000,36103,36103147300,361031473001,40.7,-73.2,e9e81f8a-e13f-4155-82be-3790d1e84226
TRUE,2022-06-11T11:00:22.093Z,-1,1,-1,1993-03-12T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,5.2,NA,1,TRUE,0,1,1981-07-01T00:00:00.000Z,1986-07-10T00:00:00.000Z,NA,NA,NA,TRUE,1,TRUE,117000,0,1993,TRUE,47420,1,0,117000,1,N,0,0,0,0,0,NA,950,0,0,TRUE,Blizzard of 1993,0,0,120340,120340,"CRYSTAL RIVER, CITY OF",NA,97,1,0,0,A,TRUE,0,AE,0,FALSE,FL,Currently Unavailable,34428,12017,12017450500,120174505002,28.9,-82.6,2d59854f-e208-46d7-8f8f-c35ddf024bb2
TRUE,2022-06-11T11:00:22.093Z,-1,1,-1,1993-03-13T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,5.2,NA,1,TRUE,0,1,1981-07-01T00:00:00.000Z,1986-07-10T00:00:00.000Z,46420.86,0,0,TRUE,1,TRUE,117000,0,1993,TRUE,47420,1,46420.86,117000,1,N,0,0,0,0,0,NA,950,0,0,TRUE,Blizzard of 1993,0,0,120340,120340,"CRYSTAL RIVER, CITY OF",NA,NA,1,0,0,A,TRUE,0,AE,0,FALSE,FL,Currently Unavailable,34428,12017,12017450500,120174505002,28.9,-82.6,8c5d10cc-20be-4b0e-a99e-95edbf4f18c9
TRUE,2022-06-11T11:00:22.093Z,-1,1,-1,1996-10-07T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,5.2,NA,1,TRUE,0,1,1981-07-01T00:00:00.000Z,1986-07-10T00:00:00.000Z,NA,NA,NA,TRUE,1,TRUE,117000,0,1996,TRUE,499,1,0,1330,1,N,0,0,0,0,0,NA,595,0,0,TRUE,Hurricane Josephine,0,0,120340,120340,"CRYSTAL RIVER, CITY OF",NA,01,1,0,0,A,TRUE,0,AE,0,FALSE,FL,Currently Unavailable,34428,12017,12017450500,120174505002,28.9,-82.6,9fd888e9-54f3-49cc-945e-9537b6d004dd
TRUE,2022-06-11T11:00:22.093Z,-1,1,-1,2016-09-01T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,5.2,NA,1,TRUE,0,1,1981-07-01T00:00:00.000Z,1986-07-10T00:00:00.000Z,127958.85,36047.67,0,TRUE,1,TRUE,224000,80000,2016,TRUE,132959,5,127958.85,304304,1,N,38048,2,36047.67,153600,0,NA,355,0,0,TRUE,Hurricane Hermine,30000,0,120340,120340,"CRYSTAL RIVER, CITY OF",NA,NA,1,463266,0,A,TRUE,0,AE,0,FALSE,FL,Currently Unavailable,34428,12017,12017450500,120174505002,28.9,-82.6,b7d2d5f5-6835-4da7-b4ad-ebe7372d622b
TRUE,2020-01-22T16:55:53.194Z,-1,1,9,2003-09-19T00:00:00.000Z,TRUE,3,2,8,AE,TRUE,-1,NA,10.1,2,TRUE,10,1,1995-06-01T00:00:00.000Z,1995-12-28T00:00:00.000Z,2513.56,0,0,TRUE,1,TRUE,203000,0,2003,TRUE,3013,0,2513.56,119391,1,N,0,0,0,0,0,NA,640,0,0,TRUE,Hurricane Isabel,20000,0,510183,NA,"POQUOSON, CITY OF",NA,NA,1,140460,0,R,TRUE,0,NA,0,FALSE,VA,Currently Unavailable,23662,51735,51735340200,517353402001,37.1,-76.4,f72f3e84-6296-44ae-856c-9edf5dfb8671
TRUE,2020-01-22T16:55:53.194Z,-1,1,-1,2007-08-16T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,1,TRUE,0,1,1964-01-01T00:00:00.000Z,2002-02-27T00:00:00.000Z,26194.7,3131.27,0,TRUE,1,TRUE,250000,100000,2007,TRUE,27195,1,26194.7,188274,1,N,4131,1,3131.27,0,0,NA,664,0,0,TRUE,Tropical Storm Erin,30000,0,480417,NA,KENDALL COUNTY *,NA,NA,1,235343,0,A,TRUE,1,NA,1,FALSE,TX,Currently Unavailable,78013,48259,48259970100,482599701004,30,-98.9,7b6658b1-0399-46ef-8054-386e9f7c7d3d
TRUE,2020-01-22T16:55:53.194Z,-1,1,8,2004-09-26T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,1,TRUE,0,1,1994-01-01T00:00:00.000Z,2004-02-25T00:00:00.000Z,3611.66,200,0,TRUE,7,TRUE,250000,60000,2004,TRUE,4111,0,3611.66,198856,1,N,700,0,200,0,0,NA,646,0,0,TRUE,Hurricane Jeanne,30000,0,120121,NA,"INDIAN RIVER SHORES, TOWN OF",NA,NA,1,248570,0,A,TRUE,0,NA,0,FALSE,FL,Currently Unavailable,32963,12061,12061050501,120610505014,27.7,-80.4,2641f7ae-4583-485c-a384-d8ec7f4567d8
TRUE,2020-01-22T16:55:53.194Z,-1,1,6,2013-09-16T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,2,NA,NA,2,TRUE,0,2,1977-01-01T00:00:00.000Z,2012-10-11T00:00:00.000Z,1013.81,0,0,TRUE,7,TRUE,250000,100000,2013,TRUE,2014,1,1013.81,239675,4,N,0,1,0,0,0,NA,316,0,0,TRUE,Late summer storms,30000,0,080024,NA,"BOULDER, CITY OF",20,NA,1,528475,0,A,TRUE,-45,NA,1,FALSE,CO,Currently Unavailable,80303,08013,08013012710,080130127102,40,-105.2,cea89c97-bb26-4155-8e56-7fb8ac7fe141
TRUE,2019-10-19T03:42:08.849Z,-1,1,-1,1996-09-06T00:00:00.000Z,TRUE,4,3,NA,A,TRUE,-1,NA,NA,2,TRUE,10,1,1982-01-01T00:00:00.000Z,1993-02-27T00:00:00.000Z,29228.86,12116,0,TRUE,1,TRUE,82500,21000,1996,TRUE,33169,0,29228.86,82500,1,N,12616,0,12116,0,0,NA,593,0,0,TRUE,Hurricane Fran,0,0,510109,NA,PAGE COUNTY *,NA,NA,1,0,0,A,TRUE,0,NA,0,FALSE,VA,Currently Unavailable,22849,51139,NA,NA,38.5,-78.6,3b38959a-ff75-45b3-adad-3d9cdd08905a
TRUE,2020-01-22T16:55:53.194Z,2,1,7,2005-08-29T00:00:00.000Z,TRUE,NA,-5,12,AE,TRUE,-1,6.1,7.3,2,TRUE,50,1,1995-01-01T00:00:00.000Z,1999-07-31T00:00:00.000Z,179456.05,46800,0,TRUE,2,TRUE,250000,46800,2005,TRUE,179956,0,179456.05,200000,1,N,98410,0,46800,0,0,NA,653,0,0,TRUE,Hurricane Katrina,30000,0,285252,NA,"BILOXI, CITY OF",NA,NA,1,250000,0,R,TRUE,3,NA,0,FALSE,MS,Currently Unavailable,39532,28047,28047003303,280470033032,30.4,-89,ee88effc-f0c4-446a-8258-769095f79039
TRUE,2020-01-22T16:55:53.194Z,-1,1,8,2011-08-28T00:00:00.000Z,TRUE,NA,-3,8,AE,TRUE,-1,5,5,3,TRUE,50,1,1920-01-01T00:00:00.000Z,2003-12-28T00:00:00.000Z,5465.93,129.78,0,TRUE,1,TRUE,110000,10000,2011,TRUE,6466,1,5465.93,182794,1,N,1130,1,129.78,0,0,NA,276,0,0,TRUE,Hurricane Irene,30000,0,370015,NA,"BELHAVEN, TOWN OF",NA,NA,1,234477,0,A,TRUE,0,NA,1,FALSE,NC,Currently Unavailable,27810,37013,37013930100,370139301005,35.5,-76.6,d56dba2a-8cb0-4ce1-b667-c9f790c02ae3
TRUE,2020-08-04T20:36:02.891Z,-1,1,8,2016-08-13T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,3,NA,NA,1,TRUE,0,1,1973-01-01T00:00:00.000Z,2012-03-29T00:00:00.000Z,30000,12000,0,TRUE,7,TRUE,30000,12000,2016,TRUE,45662,1,30000,143201,2,N,28049,1,12000,28049,0,NA,679,0,0,TRUE,Mid-summer severe storms,30000,0,220116,220116,"DENHAM SPRINGS, CITY OF",NA,NA,1,288373,0,A,TRUE,2,X,1,FALSE,LA,Currently Unavailable,70726,22063,22063040600,220630406002,30.5,-91,e37c87db-cefa-400c-bfe5-b78da2aa6372
TRUE,2021-05-21T10:19:22.887Z,-1,1,8,2000-06-04T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,2,TRUE,0,1,1962-01-01T00:00:00.000Z,1991-04-11T00:00:00.000Z,2588.33,0,0,TRUE,1,TRUE,27500,6300,2000,TRUE,3588,1,2588.33,22550,1,N,250,1,0,0,0,NA,0,0,0,TRUE,NA,15000,0,480586,480586,"BENBROOK, CITY OF",01,NA,1,27500,0,A,TRUE,0,AE,0,FALSE,TX,Currently Unavailable,76116,48439,48439110901,484391109014,32.7,-97.5,ae1c1f2c-d8f2-46ed-a195-c7425feaf0f8
TRUE,2020-01-22T16:55:53.194Z,-1,1,-1,2009-04-28T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,2,TRUE,0,1,1964-01-01T00:00:00.000Z,1999-01-22T00:00:00.000Z,6956.78,359.64,0,TRUE,7,TRUE,250000,100000,2009,TRUE,7203,0,6956.78,366860,4,N,860,0,359.64,0,0,NA,239,0,0,TRUE,Spring Storm,30000,0,480298,480298,"HUNTER'S CREEK VILLAGE, CITY OF",NA,NA,1,431600,0,R,TRUE,0,X,1,FALSE,TX,Currently Unavailable,77024,48201,48201430300,482014303003,29.8,-95.5,5a070a90-2a71-4a73-9373-33c804589644
TRUE,2020-01-22T16:55:53.194Z,-1,1,-1,2001-06-10T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,1,TRUE,10,1,1969-01-01T00:00:00.000Z,2000-02-23T00:00:00.000Z,NA,NA,NA,TRUE,7,TRUE,250000,60000,2001,TRUE,320,0,0,1008,1,N,0,0,0,0,0,NA,155,0,0,TRUE,Tropical Storm Allison,20000,0,285256,NA,JACKSON COUNTY*,97,01,1,1260,0,A,TRUE,0,NA,0,FALSE,MS,Currently Unavailable,39564,28059,28059040400,280590404003,30.4,-88.8,52f5f3e8-dc79-4062-a6f1-f97218a894d9
TRUE,2020-01-22T16:55:53.194Z,-1,1,8,2003-09-18T00:00:00.000Z,TRUE,NA,1,9,AE,TRUE,-1,NA,9.8,2,TRUE,10,1,1989-01-01T00:00:00.000Z,1989-11-17T00:00:00.000Z,5937.68,0,0,TRUE,1,TRUE,214300,34800,2003,TRUE,6437,0,5937.68,171440,1,N,0,0,0,0,0,NA,639,0,0,TRUE,Hurricane Isabel,20000,0,370072,NA,CRAVEN COUNTY*,97,NA,1,214300,0,R,TRUE,0,NA,0,FALSE,NC,Currently Unavailable,28532,37049,37049961303,370499613031,34.9,-76.8,6c1381ef-86ca-47f8-a81f-855a6b791512
TRUE,2020-01-22T16:55:53.194Z,-1,1,8,2005-09-14T00:00:00.000Z,TRUE,NA,1,9,AE,TRUE,-1,NA,9.8,2,TRUE,10,1,1989-01-01T00:00:00.000Z,1989-11-17T00:00:00.000Z,3882.23,0,0,TRUE,1,TRUE,250000,38300,2005,TRUE,4383,0,3882.23,200000,1,N,0,0,0,0,0,NA,656,0,0,TRUE,Hurricane Ophelia,30000,0,370072,NA,CRAVEN COUNTY*,97,NA,1,250000,0,R,TRUE,1,NA,0,FALSE,NC,Currently Unavailable,28532,37049,37049961303,370499613031,34.9,-76.8,b1188771-526c-440b-a82a-a5f2e68078da
TRUE,2020-01-22T16:55:53.194Z,-1,1,5,2017-09-11T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,1,TRUE,0,1,1971-01-01T00:00:00.000Z,1993-07-06T00:00:00.000Z,84139.04,3857.2,0,TRUE,1,TRUE,150000,10000,2017,TRUE,86139,2,84139.04,143521,2,N,5857,2,3857.2,60000,0,NA,684,0,0,TRUE,Hurricane Irma,30000,0,120313,120313,"PORT ORANGE, CITY OF",NA,NA,1,242421,0,A,TRUE,0,AE,1,FALSE,FL,Currently Unavailable,32127,12127,12127082510,121270825103,29.1,-81,2690ef26-71ad-4d14-aadd-2e4dc7ed5572
TRUE,2020-01-22T16:55:53.194Z,-1,1,-1,2012-10-30T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,2,TRUE,50,1,1975-01-01T00:00:00.000Z,2006-07-06T00:00:00.000Z,26186.58,1579.32,0,TRUE,1,TRUE,250000,57900,2012,TRUE,27187,1,26186.58,72293,1,N,2579,1,1579.32,0,0,NA,304,0,0,TRUE,Hurricane Sandy,30000,0,100029,NA,SUSSEX COUNTY*,NA,NA,1,146284,0,A,TRUE,0,NA,1,FALSE,DE,Currently Unavailable,19930,10005,10005051205,100050512051,38.5,-75.1,63347401-6194-4274-bd9d-c1ee3a417123
TRUE,2020-01-22T16:55:53.194Z,-1,1,-1,2005-08-29T00:00:00.000Z,TRUE,NA,-1,NA,A99,TRUE,-1,NA,NA,1,TRUE,10,1,1960-01-01T00:00:00.000Z,1997-08-02T00:00:00.000Z,35000,0,0,TRUE,1,TRUE,35000,0,2005,TRUE,92919,0,35000,106192,1,N,0,0,0,0,0,NA,654,0,0,TRUE,Hurricane Katrina,30000,0,220139,NA,PLAQUEMINES PARISH*,NA,NA,1,132740,0,A,TRUE,9,NA,0,FALSE,LA,Currently Unavailable,70083,22075,22075050500,220750505001,29.5,-89.7,7ae0fae5-7a66-4f42-8d30-1c666efa6e74
