disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,entryDate,updateDate,closeoutDate,region,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,id,hash,lastRefresh
5174,2017-03-06T00:00:00.000Z, NESS COUNTY FIRE,2017-03-04T00:00:00.000Z,2017-03-15T00:00:00.000Z,Fire Management,KS,Kansas                        ,Fire,2017-03-08T00:00:00.000Z,2021-06-03T00:00:00.000Z,2021-06-03T00:00:00.000Z,7,0,0,1,1,c54600be-a877-43e1-afc4-2ded4cf813e5,5d6df5624b691bea018d2405786ae3ba8cd1da75,2023-09-28T23:41:26.075Z
5173,2017-03-06T00:00:00.000Z,FORD COUNTY FIRE COMPLEX,2017-03-04T00:00:00.000Z,2017-03-15T00:00:00.000Z,Fire Management,KS,Kansas                        ,Fire,2017-03-08T00:00:00.000Z,2021-06-03T00:00:00.000Z,2021-06-03T00:00:00.000Z,7,0,0,1,1,2a66a513-0760-4d08-ab7e-238bc3dbee89,2cf1e0bcca2072219f7240931329fc475d5dd612,2023-09-28T23:41:26.075Z
5172,2017-03-06T00:00:00.000Z,ELLSWORTH-LINCOLN-RUSSELL FIRE COMPLEX,2017-03-04T00:00:00.000Z,2017-03-15T00:00:00.000Z,Fire Management,KS,Kansas                        ,Fire,2017-03-08T00:00:00.000Z,2021-06-03T00:00:00.000Z,2021-06-03T00:00:00.000Z,7,0,0,1,1,f3c11c59-2105-419f-ad02-b0ec6ba69260,060698e567e3c347b9b8252fe7cf45844228a69c,2023-09-28T23:41:26.075Z
5171,2017-03-06T00:00:00.000Z,CLARK COUNTY FIRE,2017-03-04T00:00:00.000Z,2017-03-15T00:00:00.000Z,Fire Management,KS,Kansas                        ,Fire,2017-03-08T00:00:00.000Z,2021-06-03T00:00:00.000Z,2021-06-03T00:00:00.000Z,7,0,0,1,1,a37d79cd-9b83-485d-9b51-819c608a7a56,194971df79f426725787f031745994f05f04e183,2023-09-28T23:41:26.075Z
5170,2017-03-05T00:00:00.000Z,HIGHLAND HILLS FIRE,2017-03-04T00:00:00.000Z,2017-03-15T00:00:00.000Z,Fire Management,KS,Kansas                        ,Fire,2017-03-08T00:00:00.000Z,2017-03-31T00:00:00.000Z,,7,0,0,1,1,991dafe4-1000-4bc9-b093-bdcc45383873,fb3a9bf6992044c3896abea243cbb12bbbab5fad,2023-09-28T23:41:26.075Z
4304,2017-02-24T00:00:00.000Z,SEVERE WINTER STORM,2017-01-13T00:00:00.000Z,2017-01-16T00:00:00.000Z,Major Disaster,KS,Kansas                        ,Severe Ice Storm,2017-02-24T00:00:00.000Z,2022-12-13T00:00:00.000Z,2022-12-12T00:00:00.000Z,7,0,0,1,1,52b0da62-ab6f-4826-8531-3ecc43689b2f,1232b8629f29ed2a17607e0278788a0abfaee842,2023-09-28T23:41:26.075Z
5169,2017-02-23T00:00:00.000Z,141ST FIRE ,2017-02-23T00:00:00.000Z,,Fire Management,OK,Oklahoma                      ,Fire,2017-02-24T00:00:00.000Z,2020-04-20T00:00:00.000Z,2020-04-20T00:00:00.000Z,6,0,0,1,1,a4bc7a88-b150-4af6-8af4-f9da4b3aac01,86e8887102181dc3cb13f3eebc8d114d70a84a67,2023-09-28T23:41:26.075Z
4303,2017-02-17T00:00:00.000Z,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-05T00:00:00.000Z,2017-01-14T00:00:00.000Z,Major Disaster,NV,Nevada                        ,Severe Storm,2017-02-18T00:00:00.000Z,2017-02-18T00:00:00.000Z,,9,0,0,1,1,b71d3b4a-d130-4f8b-8571-9a26f610a38c,848e9436e29be60a7ba9f7b47ecd8f6d73c555c1,2023-09-28T23:41:26.075Z
4302,2017-02-14T00:00:00.000Z,SEVERE WINTER STORM,2017-01-03T00:00:00.000Z,2017-01-05T00:00:00.000Z,Major Disaster,CA,California                    ,Severe Storm,2017-02-15T00:00:00.000Z,2017-02-15T00:00:00.000Z,,9,0,0,1,1,8ae7fd70-52bc-4136-b9f9-6a575868c820,dd05f954ac30846555e030778f0f95d45e5dcd89,2023-09-28T23:41:26.075Z
3381,2017-02-14T00:00:00.000Z,POTENTIAL FAILURE OF THE EMERGENCY SPILLWAY AT OROVILLE LAKE,2017-02-07T00:00:00.000Z,2017-02-23T00:00:00.000Z,Emergency,CA,California                    ,Dam/Levee Break,2017-02-15T00:00:00.000Z,2017-10-20T00:00:00.000Z,,9,0,0,1,0,dbb5b427-96f3-4faf-8f19-30190ba00034,1ca0b79ee4535c75a82b1ff77420ffe77e50a07a,2023-09-28T23:41:26.075Z
4301,2017-02-14T00:00:00.000Z,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-03T00:00:00.000Z,2017-01-12T00:00:00.000Z,Major Disaster,CA,California                    ,Severe Storm,2017-02-14T00:00:00.000Z,2017-02-14T00:00:00.000Z,,9,0,0,1,1,694c134c-461c-4489-92be-3f6c7bad359b,a777e0d12fb62787be8dce53dbfbab4c4d14a2f4,2023-09-28T23:41:26.075Z
5168,2017-02-12T00:00:00.000Z,OKC FIRE COMPLEX,2017-02-12T00:00:00.000Z,,Fire Management,OK,Oklahoma                      ,Fire,2017-02-13T00:00:00.000Z,2017-02-13T00:00:00.000Z,,6,0,0,1,1,fb990d83-94fb-46f1-aa0a-ff84d2e82c22,bc1076cb9ffbe578343ac5c0851055a306200050,2023-09-28T23:41:26.075Z
4300,2017-02-11T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",2017-02-07T00:00:00.000Z,2017-02-07T00:00:00.000Z,Major Disaster,LA,Louisiana                     ,Tornado,2017-02-11T00:00:00.000Z,2023-06-13T00:00:00.000Z,2023-06-13T00:00:00.000Z,6,1,0,0,1,73523acc-8aac-4ab1-96c7-edb2f8050c56,8cd8a13e0dd56e9e4a1c86b4262a3e51650f7b0f,2023-09-28T23:41:26.075Z
4299,2017-02-10T00:00:00.000Z,SEVERE WINTER STORM,2017-01-13T00:00:00.000Z,2017-01-16T00:00:00.000Z,Major Disaster,OK,Oklahoma                      ,Severe Storm,2017-02-10T00:00:00.000Z,2017-02-10T00:00:00.000Z,,6,0,0,1,1,cd40a593-e4c3-4340-868c-947853c79887,783c09e9e6366ea9b4b5052d22a34eabc9cd14f5,2023-09-28T23:41:26.075Z
4297,2017-01-26T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2017-01-21T00:00:00.000Z,2017-01-22T00:00:00.000Z,Major Disaster,GA,Georgia                       ,Tornado,2017-01-26T00:00:00.000Z,2017-02-03T00:00:00.000Z,,4,1,0,1,1,6fb4e13f-b53a-4efe-9093-c3063f6c80dd,f6f644eda6d1a2e14475b3f199c4d4216af22436,2023-09-28T23:41:26.075Z
4295,2017-01-25T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2017-01-20T00:00:00.000Z,2017-01-21T00:00:00.000Z,Major Disaster,MS,Mississippi                   ,Tornado,2017-01-25T00:00:00.000Z,2017-01-25T00:00:00.000Z,,4,1,0,1,1,ce080c88-4a34-459e-9e42-5e602ed2766d,f98219b1e433753baa58f8f4075d10ad9b272624,2023-09-28T23:41:26.075Z
4294,2017-01-25T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",2017-01-02T00:00:00.000Z,2017-01-02T00:00:00.000Z,Major Disaster,GA,Georgia                       ,Severe Storm,2017-01-25T00:00:00.000Z,2017-01-25T00:00:00.000Z,,4,1,0,1,1,908709a1-b2d4-4b8f-ba82-bbf7ddc2d951,9091ef06ca31b65c89b103e62c9d4b6db63cb79c,2023-09-28T23:41:26.075Z
4296,2017-01-25T00:00:00.000Z,SEVERE WINTER STORM AND FLOODING,2016-12-14T00:00:00.000Z,2016-12-17T00:00:00.000Z,Major Disaster,OR,Oregon                        ,Severe Storm,2017-01-25T00:00:00.000Z,2017-01-25T00:00:00.000Z,,10,0,0,1,1,5a8933b3-9d14-4aef-906e-f8beea2128c3,6ef3b30bece76667a90b78a1effb3f1d03134428,2023-09-28T23:41:26.075Z
4293,2016-12-15T00:00:00.000Z,WILDFIRES,2016-11-28T00:00:00.000Z,2016-12-09T00:00:00.000Z,Major Disaster,TN,Tennessee                     ,Fire,2016-12-15T00:00:00.000Z,2016-12-15T00:00:00.000Z,,4,1,0,1,1,225f8725-0864-4266-b2d4-ab575a29aa58,669eec4da289fd91f800ff3a5f6b027982947d3c,2023-09-28T23:41:26.075Z
5167,2016-11-28T00:00:00.000Z,CHIMNEY TOP FIRE ,2016-11-28T00:00:00.000Z,2016-12-09T00:00:00.000Z,Fire Management,TN,Tennessee                     ,Fire,2016-12-01T00:00:00.000Z,2019-07-11T00:00:00.000Z,2019-07-11T00:00:00.000Z,4,0,0,1,1,efb6fbac-e899-42ac-9672-928913a5c809,015f212c36037e24eee2c3456d7e9144e1fabbf8,2023-09-28T23:41:26.075Z
5166,2016-11-20T00:00:00.000Z,SOUTHEASTERN KENTUCKY FIRE COMPLEX ,2016-11-18T00:00:00.000Z,2016-11-22T00:00:00.000Z,Fire Management,KY,Kentucky                      ,Fire,2016-11-21T00:00:00.000Z,2020-09-28T00:00:00.000Z,2020-09-28T00:00:00.000Z,4,0,0,1,1,5ea2b83b-9a70-4d1e-bed2-a5e9d9926a10,e0041c914491f816352cd41a33e271671a3dc127,2023-09-28T23:41:26.075Z
5165,2016-11-19T00:00:00.000Z,EAST MILLER COVE FIRE ,2016-11-17T00:00:00.000Z,2016-12-03T00:00:00.000Z,Fire Management,TN,Tennessee                     ,Fire,2016-11-21T00:00:00.000Z,2022-09-14T00:00:00.000Z,2022-09-13T00:00:00.000Z,4,0,0,1,1,370de32b-be85-493d-8d98-bea0858bc1b2,c04d9ebaaa1d5e3f7b8a70b5e15201d01b8ba338,2023-09-28T23:41:26.075Z
5164,2016-11-19T00:00:00.000Z,CHESTNUT KNOB FIRE ,2016-11-19T00:00:00.000Z,2016-12-04T00:00:00.000Z,Fire Management,NC,North Carolina                ,Fire,2016-11-21T00:00:00.000Z,2021-01-11T00:00:00.000Z,2021-01-08T00:00:00.000Z,4,0,0,1,1,75aac295-6fcd-4292-a4d4-d18f692cbdc7,4131a7e58b2978efe5902e761a3e1282e3e1485e,2023-09-28T23:41:26.075Z
5163,2016-11-13T00:00:00.000Z,TATUM GULF FIRE,2016-11-13T00:00:00.000Z,2016-12-02T00:00:00.000Z,Fire Management,GA,Georgia                       ,Fire,2016-11-15T00:00:00.000Z,2023-01-10T00:00:00.000Z,2023-01-09T00:00:00.000Z,4,0,0,1,1,fe20a0d2-373f-4322-a2f4-ce4996c8f993,1847bee21cde1850c66c12d6a80a8cac399857db,2023-09-28T23:41:26.075Z
5161,2016-11-11T00:00:00.000Z,PARTY ROCK FIRE,2016-11-11T00:00:00.000Z,2016-11-29T00:00:00.000Z,Fire Management,NC,North Carolina                ,Fire,2016-11-15T00:00:00.000Z,2017-10-05T00:00:00.000Z,,4,0,0,1,1,45da87db-ce1d-4b11-88e6-9cff49c1ffc5,d4beff42ade6bdcb8a33aa7ee9319d4f6008df3c,2023-09-28T23:41:26.075Z
5160,2016-11-11T00:00:00.000Z,SMITH MOUNTAIN FIRE COMPLEX,2016-11-11T00:00:00.000Z,2016-11-29T00:00:00.000Z,Fire Management,TN,Tennessee                     ,Fire,2016-11-15T00:00:00.000Z,2019-09-17T00:00:00.000Z,2019-09-17T00:00:00.000Z,4,0,0,1,1,5ff01287-c641-4cd5-9ed7-a67070a4750f,87c5827a120810e37d437e5f4742771ed87c9adb,2023-09-28T23:41:26.075Z
5159,2016-11-09T00:00:00.000Z,FLIPPERS BEND FIRE,2016-11-05T00:00:00.000Z,2016-12-03T00:00:00.000Z,Fire Management,TN,Tennessee                     ,Fire,2016-11-10T00:00:00.000Z,2023-03-16T00:00:00.000Z,2023-03-16T00:00:00.000Z,4,0,0,1,1,cbc8ade2-2b6c-4eba-abd6-3ab113e14751,aadc2bd7257ce02e4d8975658bba42ee80058829,2023-09-28T23:41:26.075Z
5158,2016-11-08T00:00:00.000Z,EAGLES NEST FIRE,2016-11-08T00:00:00.000Z,2016-11-21T00:00:00.000Z,Fire Management,KY,Kentucky                      ,Fire,2016-11-10T00:00:00.000Z,2018-07-12T00:00:00.000Z,,4,0,0,1,1,d51bca1e-d860-43c7-aebf-7e78316c72d7,171ca14d0f02f392dfa9a71c39adba4cd6b83e5d,2023-09-28T23:41:26.075Z
4291,2016-11-02T00:00:00.000Z,HURRICANE MATTHEW,2016-10-07T00:00:00.000Z,2016-10-15T00:00:00.000Z,Major Disaster,VA,Virginia                      ,Hurricane,2016-11-02T00:00:00.000Z,2016-11-10T00:00:00.000Z,,3,1,0,1,1,43d9acc3-45e3-499e-94b1-b556d8a4bf5a,1d2aa7c6618e29517b637de4b722a3e56cd16643,2023-09-28T23:41:26.075Z
4290,2016-11-02T00:00:00.000Z,SEVERE STORMS AND FLOODING,2016-09-21T00:00:00.000Z,2016-09-24T00:00:00.000Z,Major Disaster,MN,Minnesota                     ,Flood,2016-11-02T00:00:00.000Z,2016-11-02T00:00:00.000Z,,5,1,0,1,1,e02fbb91-0bce-4c95-85ed-851fab6ecceb,d214caa23a3a2d8d1accac3bd2aaec0c68116123,2023-09-28T23:41:26.075Z
4287,2016-10-20T00:00:00.000Z,SEVERE STORMS AND FLOODING,2016-09-02T00:00:00.000Z,2016-09-12T00:00:00.000Z,Major Disaster,KS,Kansas                        ,Severe Storm,2016-10-20T00:00:00.000Z,2021-12-14T00:00:00.000Z,2021-12-10T00:00:00.000Z,7,0,0,1,1,3e28de6a-4341-4bd4-bf63-15b383eab3f9,b08621ec19e8e49ac4dd048ff3765ec1be2c2dd1,2023-09-28T23:41:26.075Z
5157,2016-10-17T00:00:00.000Z,JUNKINS FIRE,2016-10-17T00:00:00.000Z,2016-10-26T00:00:00.000Z,Fire Management,CO,Colorado                      ,Fire,2016-10-19T00:00:00.000Z,2020-05-21T00:00:00.000Z,2020-04-20T00:00:00.000Z,8,0,0,1,1,40126cad-c80b-4dcb-8244-408d1d2c7b73,ab730a6615a7773f07397aeb0e9e6bf0f3adeeb1,2023-09-28T23:41:26.075Z
5156,2016-10-14T00:00:00.000Z,LITTLE VALLEY FIRE,2016-10-14T00:00:00.000Z,2016-10-31T00:00:00.000Z,Fire Management,NV,Nevada                        ,Fire,2016-10-17T00:00:00.000Z,2017-03-01T00:00:00.000Z,,9,0,0,1,1,485bdfd6-a951-4752-acdb-341660315de1,563193368387bf698876aa299bebf54e309c72a0,2023-09-28T23:41:26.075Z
4286,2016-10-11T00:00:00.000Z,HURRICANE MATTHEW,2016-10-04T00:00:00.000Z,2016-10-30T00:00:00.000Z,Major Disaster,SC,South Carolina                ,Hurricane,2016-10-11T00:00:00.000Z,2016-11-14T00:00:00.000Z,,4,1,0,1,1,6faadb49-4780-4bf2-b758-6c96eedd2857,2bd38855a8150c3934f95d69ffa936f8bb6d7d3d,2023-09-28T23:41:26.075Z
4285,2016-10-10T00:00:00.000Z,HURRICANE MATTHEW,2016-10-04T00:00:00.000Z,2016-10-24T00:00:00.000Z,Major Disaster,NC,North Carolina                ,Hurricane,2016-10-10T00:00:00.000Z,2016-11-14T00:00:00.000Z,,4,1,0,1,1,c669f71d-80c5-468c-9d46-09f70a5bae64,1ff9f49dcd109cff6e1ccf85d43c23420ac3d342,2023-09-28T23:41:26.075Z
4284,2016-10-08T00:00:00.000Z,HURRICANE MATTHEW,2016-10-04T00:00:00.000Z,2016-10-15T00:00:00.000Z,Major Disaster,GA,Georgia                       ,Hurricane,2016-10-09T00:00:00.000Z,2016-10-17T00:00:00.000Z,,4,1,0,1,1,aa016d05-eead-46e7-89c0-3c357fb49e81,df15298279a852e69743528fbeb221df9dc39726,2023-09-28T23:41:26.075Z
4283,2016-10-08T00:00:00.000Z,HURRICANE MATTHEW,2016-10-03T00:00:00.000Z,2016-10-19T00:00:00.000Z,Major Disaster,FL,Florida                       ,Hurricane,2016-10-09T00:00:00.000Z,2016-10-25T00:00:00.000Z,,4,1,0,1,1,f81822e4-34b0-4472-bcb3-ae279c4a72b6,1b785073ed0d037f1e1e615b3bf7dd094e08adeb,2023-09-28T23:41:26.075Z
3380,2016-10-07T00:00:00.000Z,HURRICANE MATTHEW,2016-10-04T00:00:00.000Z,2016-10-24T00:00:00.000Z,Emergency,NC,North Carolina                ,Hurricane,2016-10-07T00:00:00.000Z,2018-04-23T00:00:00.000Z,2018-04-18T00:00:00.000Z,4,0,0,1,0,fac6829b-8b4d-4463-80e1-01ea7eb82245,1ecf427aa942073bbfbc327917b622a7e42a4a15,2023-09-28T23:41:26.075Z
3379,2016-10-06T00:00:00.000Z,HURRICANE MATTHEW,2016-10-04T00:00:00.000Z,2016-10-15T00:00:00.000Z,Emergency,GA,Georgia                       ,Hurricane,2016-10-07T00:00:00.000Z,2018-04-23T00:00:00.000Z,2018-04-18T00:00:00.000Z,4,0,0,1,0,edc77c5b-d777-4949-86f2-c6d3f8a5cb6e,1e7af09f28bc87aac4b7553e0f5a1374e54ea900,2023-09-28T23:41:26.075Z
3378,2016-10-06T00:00:00.000Z,HURRICANE MATTHEW,2016-10-04T00:00:00.000Z,2016-10-30T00:00:00.000Z,Emergency,SC,South Carolina                ,Hurricane,2016-10-06T00:00:00.000Z,2018-01-11T00:00:00.000Z,2017-12-20T00:00:00.000Z,4,0,0,1,0,a16e71c3-025d-473e-a12b-33c394c6e456,0ffac9e3635a2c85d3429ad1762f322d1df3aee3,2023-09-28T23:41:26.075Z
4282,2016-10-06T00:00:00.000Z,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2016-09-11T00:00:00.000Z,2016-09-14T00:00:00.000Z,Major Disaster,HI,Hawaii                        ,Mud/Landslide,2016-10-06T00:00:00.000Z,2016-10-06T00:00:00.000Z,,9,0,0,1,1,7e3db209-7f13-4fc7-9860-58445e2ab4dc,fe4b8475511f9fd62a3480ab472cdcc48ce1b6cb,2023-09-28T23:41:26.075Z
3377,2016-10-06T00:00:00.000Z,HURRICANE MATTHEW,2016-10-03T00:00:00.000Z,2016-10-19T00:00:00.000Z,Emergency,FL,Florida                       ,Hurricane,2016-10-06T00:00:00.000Z,2019-07-29T00:00:00.000Z,2019-07-29T00:00:00.000Z,4,0,0,1,0,ddb1d397-ccf4-4239-8fc9-3e5a5d3667b6,4d10b8aa6c39475d67180d5ebb05aa5d969b44a7,2023-09-28T23:41:26.075Z
5154,2016-10-02T00:00:00.000Z,FRONTAGE FIRE,2016-10-02T00:00:00.000Z,2016-10-04T00:00:00.000Z,Fire Management,NV,Nevada                        ,Fire,2016-10-04T00:00:00.000Z,2016-11-22T00:00:00.000Z,,9,0,0,1,1,d46a97ab-12f6-433e-bc6c-068933327e8d,2d8a5e29867fdaef58bc4ecf0e59c7079e27f823,2023-09-28T23:41:26.075Z
4281,2016-09-29T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2016-08-23T00:00:00.000Z,2016-08-27T00:00:00.000Z,Major Disaster,IA,Iowa                          ,Flood,2016-09-29T00:00:00.000Z,2022-04-13T00:00:00.000Z,2022-04-13T00:00:00.000Z,7,0,0,1,1,2c5214e4-846a-45bb-a688-e76071a318f6,30783e541e4ad3a202d168683afd779182eb6da7,2023-09-28T23:41:26.075Z
4280,2016-09-28T00:00:00.000Z,HURRICANE HERMINE,2016-08-31T00:00:00.000Z,2016-09-11T00:00:00.000Z,Major Disaster,FL,Florida                       ,Hurricane,2016-09-28T00:00:00.000Z,2016-09-28T00:00:00.000Z,,4,1,0,1,1,e7cbbb03-3742-4d5a-b02e-828f0d1de6cc,beef96d37ff0c07e69b100f4a86e98a6f1d8f66e,2023-09-28T23:41:26.075Z
4279,2016-09-16T00:00:00.000Z,SEVERE STORM AND FLOODING,2016-07-30T00:00:00.000Z,2016-07-31T00:00:00.000Z,Major Disaster,MD,Maryland                      ,Flood,2016-09-16T00:00:00.000Z,2016-09-16T00:00:00.000Z,,3,0,0,1,1,d21cdee8-e5c6-4f37-aa3a-07bdb9d107a5,0fb25f9f63132363e9ce22d40573f4fe88b08f5d,2023-09-28T23:41:26.075Z
5153,2016-08-31T00:00:00.000Z,GOLD CANYON FIRE ,2016-08-30T00:00:00.000Z,2016-09-01T00:00:00.000Z,Fire Management,OR,Oregon                        ,Fire,2016-08-31T00:00:00.000Z,2022-09-29T00:00:00.000Z,2022-09-29T00:00:00.000Z,10,0,0,1,0,389b339a-5e7a-42d2-b6b9-57831bb266d3,50732652a9d2c088b7a0cead05bd54d4e047a5d7,2023-09-28T23:41:26.075Z
5152,2016-08-28T00:00:00.000Z,SUNCREST FIRE,2016-08-27T00:00:00.000Z,2016-08-30T00:00:00.000Z,Fire Management,WA,Washington                    ,Fire,2016-08-29T00:00:00.000Z,2016-12-29T00:00:00.000Z,,10,0,0,1,0,f6bccf75-31ac-4936-8588-51a189503d4e,17144d524498c923cf20aba468adbec1055b7f7d,2023-09-28T23:41:26.075Z
5123,2016-04-21T00:00:00.000Z,STODDARD FIRE,2016-04-21T00:00:00.000Z,2016-04-23T00:00:00.000Z,Fire Management,NH,New Hampshire                 ,Fire,2016-04-25T00:00:00.000Z,2018-05-16T00:00:00.000Z,2018-05-15T00:00:00.000Z,1,0,0,1,1,464723b4-7afa-4ec2-96b5-a0a7cf76be51,519ba374e82c849dd8d93fc0e69e0e35f63b7422,2023-09-28T23:41:26.075Z
4278,2016-08-26T00:00:00.000Z,"SEVERE STORM, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",2016-07-02T00:00:00.000Z,2016-07-09T00:00:00.000Z,Major Disaster,KY,Kentucky                      ,Severe Storm,2016-08-26T00:00:00.000Z,2016-08-26T00:00:00.000Z,,4,0,0,1,1,e1e0c06a-0018-4d6b-b761-241b882ead19,2fa37b96d1ad2fce4f97561d08b1df4d58e5b077,2023-09-28T23:41:26.075Z
5151,2016-08-25T00:00:00.000Z,HENRYS CREEK FIRE,2016-08-21T00:00:00.000Z,2016-08-31T00:00:00.000Z,Fire Management,ID,Idaho                         ,Fire,2016-10-04T00:00:00.000Z,2021-09-15T00:00:00.000Z,2021-09-15T00:00:00.000Z,10,0,0,1,0,a155898b-f665-4948-a16c-b1e0b45fffc7,ab6012316de9a9665dfa3f90ac87cdabad6860f3,2023-09-28T23:41:26.075Z
5150,2016-08-22T00:00:00.000Z,CEDAR FIRE,2016-08-16T00:00:00.000Z,2016-09-08T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2016-08-24T00:00:00.000Z,2016-12-29T00:00:00.000Z,,9,0,0,1,0,4656ed55-1200-4705-970e-c729ec359d60,5f460924dcc2b607561279c4cdc6fe58db52489d,2023-09-28T23:41:26.075Z
5149,2016-08-22T00:00:00.000Z,YALE FIRE,2016-08-21T00:00:00.000Z,2016-08-29T00:00:00.000Z,Fire Management,WA,Washington                    ,Fire,2016-08-22T00:00:00.000Z,2016-12-29T00:00:00.000Z,,10,0,0,1,0,f16e5fd1-4c18-4fc0-8e2e-ebfd2661a4aa,db47e193e7ec31308e96efcaff1451d1b013b5f1,2023-09-28T23:41:26.075Z
5148,2016-08-22T00:00:00.000Z,WELLESLEY FIRE ,2016-08-21T00:00:00.000Z,2016-08-24T00:00:00.000Z,Fire Management,WA,Washington                    ,Fire,2016-08-22T00:00:00.000Z,2016-12-29T00:00:00.000Z,,10,0,0,1,0,77a63a42-453f-49e0-a2d7-2e6ce175fbd3,521b960828eb9a53fe330cc12cf8f144c442b5f2,2023-09-28T23:41:26.075Z
5147,2016-08-16T00:00:00.000Z,BLUE CUT FIRE,2016-08-16T00:00:00.000Z,2016-08-22T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2016-08-17T00:00:00.000Z,2023-04-25T00:00:00.000Z,2023-04-25T00:00:00.000Z,9,0,0,1,0,fb20ade4-4a12-4bc0-b14d-6bf1d2c6df12,8cd7a6143d62131b02b488f435f91567c71eef4e,2023-09-28T23:41:26.075Z
5146,2016-08-14T00:00:00.000Z,CHIMNEY FIRE,2016-08-13T00:00:00.000Z,2016-09-06T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2016-08-16T00:00:00.000Z,2016-10-18T00:00:00.000Z,,9,0,0,1,0,646b5987-7526-46a1-8856-a7743f7e93a3,1444c95f4572303174abf4e3e3ba290c11f6fc49,2023-09-28T23:41:26.075Z
5145,2016-08-14T00:00:00.000Z,CLAYTON FIRE,2016-08-13T00:00:00.000Z,2016-08-22T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2016-08-16T00:00:00.000Z,2016-10-18T00:00:00.000Z,,9,0,0,1,0,e057d736-bdb6-4cbd-9127-e5793f3250fe,c3423c2e0045114094d5631fa0e3e221c2ddb58f,2023-09-28T23:41:26.075Z
4277,2016-08-14T00:00:00.000Z,SEVERE STORMS AND FLOODING,2016-08-11T00:00:00.000Z,2016-08-31T00:00:00.000Z,Major Disaster,LA,Louisiana                     ,Flood,2016-08-14T00:00:00.000Z,2016-09-02T00:00:00.000Z,,6,1,0,1,1,710f1eeb-0f6d-4b42-829b-58b3cdbba215,14243dcdb4a4047b409a0e6458ec3e1dc7d1cee7,2023-09-28T23:41:26.075Z
4276,2016-08-09T00:00:00.000Z,SEVERE STORMS AND FLOODING,2016-07-11T00:00:00.000Z,2016-07-12T00:00:00.000Z,Major Disaster,WI,Wisconsin                     ,Severe Storm,2016-08-09T00:00:00.000Z,2016-08-09T00:00:00.000Z,,5,0,0,1,1,72120c31-0e0b-49ae-bef9-095d6ff0fb1a,640c65e8a0a9ac6da96016a6dd1e49534108fcc6,2023-09-28T23:41:26.075Z
5144,2016-08-08T00:00:00.000Z,PILOT FIRE,2016-08-07T00:00:00.000Z,2016-08-16T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2016-08-10T00:00:00.000Z,2016-10-18T00:00:00.000Z,,9,0,0,1,0,4253feef-c80e-409f-936d-0daa72189e5a,e3fbc1c6fc1aaf55491e2e77a79ee69f127494bc,2023-09-28T23:41:26.075Z
4275,2016-08-03T00:00:00.000Z,TORNADO,2016-06-11T00:00:00.000Z,2016-06-11T00:00:00.000Z,Major Disaster,MT,Montana                       ,Tornado,2016-08-03T00:00:00.000Z,2023-08-16T00:00:00.000Z,2023-08-16T00:00:00.000Z,8,0,0,1,1,686b895d-03cf-46b0-ab08-00b7ef5b3db6,27fffb7a33f02388cd864cab6ade72d518a4ab4c,2023-09-28T23:41:26.075Z
5143,2016-08-01T00:00:00.000Z,ROARING LION FIRE,2016-08-01T00:00:00.000Z,,Fire Management,MT,Montana                       ,Fire,2016-08-02T00:00:00.000Z,2020-04-08T00:00:00.000Z,2020-04-08T00:00:00.000Z,8,0,0,1,0,7197f02f-92a2-453c-9e37-12bfb9308b40,286617eb788687d25431bfb88a13327ada9c128c,2023-09-28T23:41:26.075Z
5142,2016-08-01T00:00:00.000Z,SOUTH WARD GAP FIRE,2016-07-31T00:00:00.000Z,2016-08-03T00:00:00.000Z,Fire Management,WA,Washington                    ,Fire,2016-08-02T00:00:00.000Z,2016-12-29T00:00:00.000Z,,10,0,0,1,0,c282d4ee-6929-4ce0-bd81-47525a48a827,d9a64bb411ed332be68f98b01d2c4d2154eb2a37,2023-09-28T23:41:26.075Z
